"","Valor.Venta","int","precio.Metro2.casa","precio.Metro2.apart","n.banos","n.medio.banos","n.hab","zona","n.parqueaderos","tipo.inmueble","m.cuadra","km.parque","km.centrocom","km.estadio"
"249",3051.724,0.081,8.54111664679503,5.71219373061215,2,1,2,3,2,1,195.2,4.2,3.99,3.59
"250",3223.763,0.096,6.37807004365093,8.01174555960025,4,2,2,2,1,1,200.6,4.56,3.46,110.44
"251",3221.454,0.064,6.59583134848483,7.79925348612473,3,2,2,2,2,1,201.6,29.58,6.11,48.67
"252",3756.673,0.085,7.20224915312331,6.63727709380768,3,2,3,1,3,1,199.4,13.83,5.25,199.6
"253",3009.734,0.099,7.91702882401811,7.06220436245227,2,1,2,2,3,0,199.4,6.83,6.44,99.51
"254",2983.779,0.098,6.69653452644185,4.64573220004628,3,2,2,2,1,0,197,1.12,9.14,163.22
"255",3144.572,0.072,9.62248477644986,3.98763153494072,3,1,2,4,1,0,201.6,28.73,4.87,22.42
"256",3150.508,0.062,7.25433856503112,4.87975618274225,4,2,2,1,1,0,196.8,26.41,8.81,159.68
"257",2877.283,0.058,8.89762277800727,7.07406962124789,1,1,1,2,2,1,198.2,22.23,8.52,34.72
"258",3350.83,0.079,8.75398059470503,5.21533291317462,3,1,3,5,2,1,197.4,23.98,6.73,78.81
"259",3069.046,0.073,7.50621337848005,5.68964952002059,2,1,2,4,3,1,200.8,13.03,5.15,11.92
"260",3363.699,0.079,6.34088941134963,5.37559557120424,4,3,3,3,1,1,198.2,12.32,9.94,31.75
"261",2872.432,0.05,9.49982743892872,4.97807232267983,1,1,1,4,2,1,200.2,7.77,6.57,124.58
"262",2847.018,0.064,8.21013372574061,2.72658777340997,2,1,1,1,2,0,200.8,21.5,5.01,176.1
"263",3147.749,0.064,8.36539694541534,3.36870407452144,3,2,2,5,1,1,200.4,16.98,9.12,153.69
"264",3314.935,0.053,6.96165885364671,6.98612773685544,4,2,3,1,2,0,198.8,3.75,6.87,186.75
"265",2989.614,0.084,7.81167514166294,4.75612477446673,2,1,2,3,1,0,200.6,25.57,0.28,158.32
"266",3220.596,0.095,6.60612311948076,3.70115631005294,3,1,2,2,3,1,201.6,28.86,0.9,48.86
"267",3072.994,0.054,7.27392280462484,3.21339961302017,2,1,2,3,3,0,210,28.19,4.11,163.55
"268",2800.262,0.073,7.71337719312465,4.43897369365839,1,1,1,1,1,1,196.8,13.76,7.72,51.05
"269",2695.622,0.063,6.49632546057119,3.55696195317682,2,1,2,2,1,0,160.6,20.11,1.67,147.18
"270",3063.244,0.087,7.28348863741833,4.66606321847867,3,1,2,5,1,0,199.4,29.35,9.88,168.33
"271",3050.685,0.053,6.28031726499082,6.65889582471702,3,1,2,1,1,0,198.6,28.15,7.16,47.38
"272",2817.174,0.067,8.04038937195126,9.14201473045435,1,1,1,4,2,0,200.6,10.82,7.88,195.26
"273",3540.091,0.081,7.11577774222712,6.20130606943821,4,3,4,4,3,0,205.6,10.51,2.09,51.6
"274",3272.531,0.07,8.26325350894089,3.13706172013908,3,2,3,5,2,1,195.8,7.42,2.34,3.4
"275",2857.868,0.057,7.1275994453663,4.2673930984291,1,0,1,5,2,1,196.6,20.74,7.65,146.78
"276",2833.669,0.07,8.10907742686338,5.21881989228912,1,1,1,1,1,1,199,23.23,5.93,78.5
"277",3335.475,0.066,7.0867746973907,7.0614303211405,4,2,3,2,2,0,198.6,13.86,3.44,30.75
"278",3593.094,0.093,8.11193965567203,4.85519484761271,4,1,4,2,2,1,199.6,14.93,9.23,110.99
"279",2798.006,0.07,7.29035631929543,7.58132427536457,1,1,1,1,1,1,199.8,4.77,7.06,181.18
"280",2778.294,0.073,8.97744479641136,6.18185605482557,1,1,1,5,3,0,200.6,7.25,5.48,45.89
"281",2677.144,0.064,6.15623852976954,7.68418925122678,1,1,1,5,1,0,200.6,24.63,2.92,115.15
"282",3128.511,0.067,8.0522640906851,4.95796553422309,3,2,2,2,2,0,198.8,21.15,6.18,36.02
"283",3055.284,0.057,7.15243752811976,5.12582888705119,2,1,2,2,1,1,198.4,20.77,6.38,199.72
"284",3238.051,0.081,7.18605068116748,4.46045591236301,3,2,2,3,3,1,202.8,22.18,9,16.63
"285",2853.698,0.091,8.65119446055648,5.40142011110843,2,1,1,5,2,0,199,22.26,6.93,22.49
"286",2709.094,0.069,7.0593076297536,4.96871758618134,1,1,1,5,1,0,197.6,27.81,0.39,100.49
"287",2790.121,0.068,6.34565532232819,3.06042611960812,1,0,1,1,3,1,194.4,16.59,5.44,116.18
"288",3424.207,0.093,8.21553727530098,5.34524631772244,4,3,3,4,1,1,201.8,9.33,2.78,52.8
"289",3175.911,0.1,9.09968396586246,5.615689812143,3,2,2,1,1,1,199.2,7,2.8,165.41
"290",3256.737,0.085,8.17878527432278,5.63261939189653,3,2,3,2,3,0,200.8,1.26,3.97,131.97
"291",2959.887,0.096,6.2533973522036,3.40886283633351,2,1,2,2,3,0,204.8,6.8,6.52,141.28
"292",2871.587,0.075,7.99312125896655,4.50041758907913,2,1,1,4,2,0,198.4,26.82,7.59,107.39
"293",2697.643,0.051,7.28196601407959,2.37987233750523,1,0,1,3,3,0,200.8,21.71,4.83,83.45
"294",3207.639,0.053,6.84508799383278,5.40614610326599,3,2,2,4,2,1,199.4,19.96,2.05,29.54
"295",3640.806,0.066,8.07169089549183,5.48721870743236,4,2,4,2,3,1,201,13.31,2.74,69.84
"296",3149.663,0.072,6.62150901714543,5.5713636579811,4,1,2,2,2,0,196.8,12.76,9.41,103.03
"297",3000.044,0.079,8.37443567524697,5.28308982921111,2,1,1,5,2,1,203.8,11.39,7.26,81.93
"298",2953.082,0.081,6.17492662277832,5.54547439547112,2,1,2,1,2,0,198.4,16.74,9.19,71.27
"299",3172.111,0.095,6.9812213165424,4.93173195037112,3,2,3,1,1,0,201.6,1.41,9.13,181.15
"300",2736.154,0.068,8.1138167126676,5.06575551356753,1,0,1,4,2,0,203.4,14.92,2.69,1.94
"301",2993.425,0.081,6.33754327727148,4.23926783127446,3,2,2,2,1,0,200.8,5.1,2.08,117.46
"302",3152.331,0.086,7.56837117643915,5.92468398872581,3,1,3,3,1,0,197.4,6.32,4.09,72.75
"303",2976.592,0.095,8.1862676745355,3.06991004123281,2,1,2,3,2,0,199.4,18.25,1.53,182.08
"304",3209.953,0.076,7.23790619258518,5.8031763001517,3,2,2,2,2,1,198.2,24.67,5.58,143.01
"305",2848.294,0.069,6.73839929985568,6.42004959006629,1,1,1,5,2,1,197.8,21.3,2.25,36.89
"306",2747.22,0.065,6.22376851833724,6.14332421558539,1,1,1,4,1,0,201.8,28.23,8.46,119.09
"307",3020.062,0.085,7.3863427411735,2.37411593569232,2,1,2,4,1,1,193.6,17.64,1.41,97.54
"308",3200.812,0.055,6.14677195827295,8.30254076094595,3,2,2,1,2,1,199.4,22.75,5.31,138.19
"309",3458.634,0.1,6.39842096602029,5.30955085056769,4,3,3,5,3,1,202.4,5.58,8.59,25.89
"310",3254.852,0.091,8.05138895590779,7.58423255944832,3,1,2,2,3,1,201,18.5,3.78,96.68
"311",3109.688,0.086,8.07984637397688,3.96471562359689,3,2,2,2,1,0,209,12.32,4.78,170
"312",3238.56,0.067,8.6888376718111,3.86712102135395,3,1,2,2,3,1,198.6,7.8,8.09,85.86
"313",2906.53,0.059,7.16504894713465,5.13576511132313,2,1,1,2,1,1,199.4,25.21,8.26,131.59
"314",2912.154,0.074,9.04893578685844,6.51785045236586,1,1,1,3,2,1,200.4,26.71,3.68,57.8
"315",2834.716,0.096,6.9990547588118,6.18334297857908,1,0,1,4,2,1,202.6,14.89,1.2,140.09
"316",3317.057,0.098,9.05198832998951,4.29737676326432,4,3,2,3,2,1,198.8,21.93,3.45,53.47
"317",2826.687,0.056,6.39802710314852,3.27991491841574,2,1,1,1,3,0,201.4,8.45,0.51,29.34
"318",2894.957,0.084,7.95843947050465,5.51678148941782,2,1,2,4,3,0,181.8,3.17,6.29,166.17
"319",2978.472,0.08,7.69155937941961,6.83383752344876,2,1,2,4,1,0,196.6,3.69,8.88,146.81
"320",2735.708,0.092,6.97247814619971,3.87014203724734,1,1,1,3,2,0,199,7.85,6.83,191.35
"321",2845.532,0.069,7.43538088282828,4.83253203751541,1,1,1,5,2,1,200.8,7.31,5.55,164.09
"322",3103.513,0.091,7.02963650836608,6.27545040377513,3,1,2,3,1,0,201.8,26.94,3.8,45.82
"323",2682.731,0.079,8.81768733759632,5.54853583357158,1,1,1,5,1,0,196.8,21.33,4.5,135.96
"324",3146.575,0.067,7.65658178647379,8.39250574635062,3,2,2,5,2,1,191.6,10.34,3.34,49.4
"325",2755.135,0.099,7.10424633986243,3.5018561747098,1,0,1,3,1,1,196.4,16.67,6.05,115.89
"326",2731.984,0.076,6.98668550272807,4.39636165558148,1,1,1,2,2,0,202.2,6.6,6.25,134.68
"327",3029.108,0.088,6.36000193411276,4.75580413387367,2,1,2,4,2,1,201.2,22.51,4.9,34.27
"328",2860.938,0.061,8.36993263269642,5.68879201360862,2,2,1,5,1,0,201.4,28.33,1.57,17.75
"329",3122.546,0.059,8.1843526901414,5.81709530844211,3,2,2,3,2,0,198.2,22.2,4.52,86.23
"330",3153.184,0.084,8.04338751480655,6.74873093888989,2,1,2,4,3,1,197,17.52,9.61,99.2
"331",3194.502,0.09,7.50580858611549,8.67008637862714,3,2,2,2,2,1,202,3.71,5.27,36.9
"332",2827.178,0.069,7.21330924915156,5.42500972568512,2,1,1,2,3,0,199.8,10.67,8.12,142.86
"333",2743.345,0.06,8.7791329371677,5.29050134255224,1,1,1,3,1,0,198.8,14.7,1.04,114.01
"334",3297.173,0.071,6.47457248348428,7.03921999829684,4,3,3,5,1,0,200.8,7.37,3.51,40.75
"335",3468.293,0.058,9.36128664343797,5.34918812128542,4,2,3,4,1,1,205,17.55,7.41,180.04
"336",3324.108,0.052,8.06659334818803,6.37432058225674,4,2,3,4,2,0,200,14.1,5.73,47.64
"337",3211.493,0.095,6.71573365439136,4.89068752860889,3,2,3,2,3,0,195,11.01,8.77,103.54
"338",3413.809,0.063,8.26543383551761,6.67877545551967,3,2,3,1,3,1,198.8,29.76,4.04,106.89
"339",2822.98,0.062,6.24220688693255,3.4426146635036,2,1,1,5,2,0,205,16.75,6.14,147.39
"340",3026.466,0.083,7.82408475072705,5.15995345979374,2,1,2,3,2,0,204.8,12.94,9.63,30.18
"341",2716.26,0.096,5.27343293693175,7.67801533033218,1,0,1,5,1,0,207.2,27.48,1.4,157.45
"342",3467.478,0.074,9.35072732872029,3.94117566711288,4,3,3,1,3,1,197.6,0.57,2.54,127.32
"343",3126.786,0.058,6.03638506482322,6.65456171253513,3,2,3,2,1,1,197.2,20.38,5.06,105.22
"344",3347.692,0.078,7.74647019842036,3.49097013551278,4,1,3,5,2,0,198,26.85,7.03,141.72
"345",2800.533,0.085,8.30443389066343,3.10148539186313,2,1,1,1,1,0,199.4,24.28,5.4,122.2
"346",3333.754,0.098,8.36640762386101,5.91280136032964,3,2,3,3,2,1,198.8,12.94,4.72,5.03
"347",2825.823,0.067,7.88395226444667,6.80480103082679,2,1,1,2,1,0,201.6,15.28,2.94,167.82
"348",2808.726,0.05,8.17603528749067,7.38339012051074,1,1,1,4,2,0,200.8,27.66,9.04,165.03
"349",3174.853,0.071,9.30646049948627,3.60131046472424,2,1,2,5,3,1,199,28.23,4.19,148.43
"350",2725.268,0.087,8.60322290220182,5.80839673235776,1,1,1,2,1,0,200.8,6.48,4.9,61.1
"351",2953.883,0.068,8.84294698180695,4.22694175029762,2,1,1,5,1,1,204,15.89,4.31,176.91
"352",2863.26,0.054,6.78132871217905,5.68772129966577,2,1,1,2,2,1,200.2,28.17,7.77,95.82
"353",3029.403,0.084,8.07686168980877,7.2105090991017,2,1,2,4,1,1,195.6,7.18,2.06,110.05
"354",2724.467,0.091,7.10615976720089,4.33070961460449,1,1,1,3,1,0,198.2,21.85,3.51,86.04
"355",2785.818,0.092,7.24461619974275,4.83217695071893,1,1,1,2,3,0,203.2,13.04,4.44,63.93
"356",2714.624,0.082,8.11320883583647,6.39825339596564,1,1,1,1,1,0,201,6.82,5.57,122.46
"357",3026.871,0.084,9.1335209283961,7.67763928027279,2,1,2,3,1,0,201.2,27.22,4.96,106.84
"358",3020.224,0.075,8.08073588989247,5.26433616492839,2,2,2,5,2,0,197.4,29.62,6.48,159.29
"359",3384.058,0.07,7.47988384220703,7.90667626222039,4,1,3,1,2,1,192,14.69,7.49,164.94
"360",3384.256,0.064,7.02000063760188,5.24775195011447,3,2,3,2,2,1,202,22.52,7.86,163.33
"361",2865.107,0.066,8.20684283775001,7.52036602855391,1,1,1,3,2,1,202,7.53,3.15,50.34
"362",2808.204,0.068,6.15949994330064,6.18196488006609,2,1,1,2,3,0,196.4,0.53,3.12,149.54
"363",3178.312,0.052,8.08699852076808,6.52941194592905,2,1,2,2,2,1,205,16.26,8.84,16.7
"364",3110.981,0.076,6.78184046868129,3.17482804992846,2,2,2,2,3,1,201,17.84,6.14,109.44
"365",2895.64,0.081,6.85946188437128,8.7164360152705,2,1,1,1,3,0,200,18.93,6.52,71.68
"366",2729.962,0.083,5.09782070011322,5.34096474514247,1,1,1,1,2,0,202.6,29.95,9.59,148.05
"367",3219.693,0.068,6.73824730669922,7.74992412107481,3,1,2,3,2,1,206.6,3.23,9.22,108.99
"368",2844.916,0.075,8.06880690920782,6.80491748361869,2,1,1,1,1,0,200.8,25.2,5.94,54.05
"369",3028.534,0.078,6.66429410664137,8.53667863892706,2,1,2,3,1,1,199.8,7.23,2.19,80.88
"370",2678.354,0.086,7.04016071053888,4.66092514350231,1,0,1,3,1,0,202.4,2.85,5.13,115.94
"371",3537.16,0.09,6.53626760961887,5.66387021894598,4,2,4,4,1,1,198.2,15.47,4.21,79.77
"372",3356.918,0.072,5.65162792045407,2.79185855079526,4,1,3,3,1,1,203,25.68,0.42,98.79
"373",3084.38,0.06,7.54053728397781,7.60811307871278,3,1,2,2,2,0,199.8,5.07,4.68,90.52
"374",2971.137,0.074,5.72591869350659,5.33878671198285,2,1,2,2,2,0,199,27.52,5.97,127.53
"375",3048.212,0.064,7.92139883792189,8.27100350805823,2,1,2,3,1,1,196.6,12.92,1.31,106.08
"376",3067.573,0.083,8.2401645189537,7.42420618304372,3,2,2,3,1,0,200,1.96,6.75,45.01
"377",3420.609,0.068,6.35228339548213,4.66144152924856,4,2,4,4,1,0,199,6.91,9.93,180
"378",3222.182,0.081,6.84470760072274,6.47403594932141,3,1,2,4,2,1,209.8,10.79,9.76,34.4
"379",3281.884,0.056,7.64474287441402,8.69031042315379,4,3,2,3,2,1,200.4,4.44,2.9,120.35
"380",3374.692,0.091,6.08054695958545,2.40616618199197,4,3,3,3,3,1,200.4,2.62,6.01,30.3
"381",3526.131,0.099,6.08418888759251,1.74343918080876,4,2,4,1,1,1,201.6,20.5,1.94,133.65
"382",3207.798,0.058,9.07772651320533,5.19360189761156,4,3,2,4,1,0,198.8,28.6,4.67,138.27
"383",3153.729,0.099,7.56803533671951,5.96533830089802,3,2,2,4,1,1,201.6,11.67,0.63,181.77
"384",3258.388,0.061,7.61421642490013,6.5025140920173,3,2,3,3,2,0,201.4,14.36,2.74,100.97
"385",3310.711,0.052,6.39325743125371,3.63498611577987,4,2,3,4,2,0,199.8,24.95,3.1,102.01
"386",3006.472,0.084,9.88422137063583,7.68121440061076,2,1,2,1,2,0,187.8,28.65,7.27,138.65
"387",2948.847,0.071,6.38937803337159,4.52214069846837,2,1,1,4,3,1,203.4,17.62,6.34,5.87
"388",2490.161,0.067,5.61069080725165,3.26060543653991,2,1,1,3,1,0,194,7.37,3.22,85.93
"389",3201.487,0.052,7.7018910659092,3.39760452186674,3,2,3,4,1,0,201.6,4.04,8.04,61.44
"390",2713.911,0.094,6.84867810129565,5.55953375265867,1,1,1,2,2,1,185.4,3.99,5.85,160.4
"391",3462.926,0.051,7.96926490877859,4.46506280129228,4,2,3,4,2,1,200.4,28.52,4.18,23.76
"392",2674.647,0.056,5.62757784664625,6.7070071837361,1,1,1,2,2,0,205.4,17.34,6.16,150.03
"393",3551.829,0.083,8.59788318868045,6.09609968080008,4,3,4,2,1,1,199.2,1.7,0.84,199.39
"394",2725.239,0.053,7.07250470005159,5.89035431895284,1,1,1,1,1,0,200.8,7.89,9.72,164.53
"395",3075.669,0.07,7.11864966686901,5.54035670600952,3,1,2,3,3,0,200.6,4.51,9.42,3.84
"396",2899.514,0.093,9.23616016659657,5.18197292811417,1,1,1,4,3,1,200.2,3.18,6.38,145.3
"397",2929.729,0.067,7.66509304646983,4.01340697423959,2,1,1,3,2,1,198.6,19.65,6.32,54.61
"398",2789.641,0.072,7.59272120411052,5.36072511138811,1,1,1,1,3,0,201,27.05,6.17,196.04
"399",3000.04,0.07,7.60219969354443,8.140715366429,2,1,1,1,2,1,202.2,29.84,3.62,147.44
"400",3187.589,0.055,8.27412206526073,6.05284776632349,3,2,2,4,2,1,199.2,10.15,3.68,156.08
"401",2929.511,0.1,7.85689026787853,4.85696524076861,2,1,1,3,1,1,198.6,25.74,1.54,189.64
"402",2877.294,0.054,7.15867622981722,5.82491814427076,2,1,1,5,3,1,200.2,0.72,1.6,48.77
"403",2766.818,0.079,4.2980528037227,5.68577660910734,1,0,1,3,1,1,203.6,16.11,5.79,61.09
"404",3392.068,0.052,8.46497410398932,5.16786235496986,4,3,3,5,2,0,200.4,21.88,3.7,103.48
"405",3266.666,0.076,9.21723567166512,6.83998980065036,3,1,2,5,1,1,197.2,25.75,1.33,4.24
"406",3127.065,0.072,8.75318483187612,4.88508775750979,2,1,2,1,2,1,200.4,23.11,6.21,109.01
"407",3236.487,0.091,7.94035632595854,3.8265145474677,3,2,2,4,3,1,199.6,26.2,2.82,61.23
"408",3166.565,0.073,8.21239224486011,4.75420997739932,3,2,2,5,2,1,199,3.53,0.41,173.98
"409",3069.519,0.056,8.67388371299387,5.14228470155529,3,1,2,2,1,0,198.6,4.77,7.19,14.73
"410",3275.856,0.074,8.02512129320405,5.52542318679435,3,1,3,2,1,1,199.4,0.96,8.62,49.81
"411",2994.306,0.063,9.15671854794634,5.80584175517779,2,1,2,1,2,0,193,13.38,5.08,43.19
"412",3200.032,0.094,7.55488869221764,5.49799622901566,3,2,2,4,1,1,202.4,28.09,4.44,15.67
"413",2839.982,0.073,6.99857172829342,5.42856999265008,2,1,1,1,1,0,198.2,29.18,1.33,115.66
"414",3194.869,0.099,6.79176133145211,2.96942362068296,3,1,2,5,3,1,205.2,21.97,4.96,55.29
"415",2947.603,0.069,8.32967022564309,5.04298611517078,1,0,1,2,2,1,199.8,8.11,1.83,51.91
"416",3068.003,0.079,6.84860263188744,6.14528812626598,2,1,2,4,2,1,202.6,3.79,9.9,51.49
"417",3208.183,0.061,7.42413720339557,5.89626392153334,3,2,2,2,1,1,209.8,2.25,5.3,31.74
"418",3183.746,0.052,6.79902295598032,5.95607152645711,3,2,2,5,3,0,207,28.45,2.28,111.86
"419",2761.685,0.053,7.51993235045113,5.68401599641594,1,1,1,3,1,1,201,0.77,6.33,178.83
"420",2838.083,0.082,8.08605939099556,4.82133738441797,1,1,1,1,1,1,201.6,16.92,2.31,142.86
"421",2759.341,0.05,5.70865003995835,3.45357860301395,1,1,1,4,2,1,200.6,3.58,5.54,155.62
"422",2811.582,0.095,6.46028943129844,5.78274646868989,2,1,1,4,2,0,199.6,13.54,8.14,176.21
"423",2998.56,0.086,8.17621638108502,6.84147173094154,2,1,1,5,3,1,202.4,13.53,4.63,11.84
"424",3113.298,0.079,8.38692540260952,5.61893626006455,3,1,2,2,2,0,199.6,15.68,5.84,73.65
"425",2877.718,0.098,7.02224515282683,5.30998145939943,1,1,1,1,3,1,201.2,23.28,1.84,105.26
"426",3067.28,0.057,5.89926608790493,4.19141681033147,2,1,2,1,1,1,204,19.13,8.99,191.56
"427",3193.193,0.081,6.47089941308868,4.21517301310423,3,2,2,2,3,1,200.4,11.71,2.66,186.71
"428",2903.902,0.096,7.23385706866695,5.19872543798906,2,1,1,5,1,1,200.8,18.11,7.73,189.28
"429",3102.766,0.068,7.85171644193773,7.19007417183994,3,1,2,5,1,0,198.2,10.77,2.92,47.55
"430",2932.734,0.067,7.98566072716457,4.33834366725838,2,2,1,5,1,1,204.6,20.94,2.88,187.92
"431",2804.857,0.071,8.36264952971246,4.57530038602197,1,0,1,4,2,0,205.2,19.85,2.42,127.64
"432",2777.395,0.076,6.25547274418766,7.36995938039138,1,1,1,2,1,1,201,8.88,2.19,148.76
"433",2778.823,0.06,7.15704621352594,5.50386058341921,1,0,1,2,1,1,196,6.69,9.19,190.2
"434",2762.407,0.072,6.67400452908842,6.26071446296485,1,0,1,2,1,1,198.4,0.76,5.56,21.1
"435",3122.699,0.094,9.08479451203603,3.42690787852957,2,1,2,3,3,1,199.6,8.67,3.82,44
"436",3027.669,0.089,7.05256920675841,5.55919844510453,2,1,2,2,1,1,197.8,10.62,4.82,92.42
"437",3046.613,0.087,6.71518322340955,6.00268037383767,2,1,2,5,2,1,199.6,0.99,9.03,133.04
"438",3161.254,0.08,8.4618459382291,5.93919745824956,2,1,2,2,2,1,201.2,26.8,6.34,78.2
"439",3268.481,0.063,8.84571520728868,4.87022234334692,3,2,3,2,2,0,200.4,16.26,9.73,51.01
"440",2910.759,0.083,7.91515449244252,6.66051384757812,2,2,1,3,2,1,199.8,1.97,2.5,90.76
"441",3454.362,0.087,8.28058454315231,3.95066341089925,4,2,4,5,1,0,199,11.27,0.96,138.8
"442",2781.106,0.052,7.95459748846483,5.54578843179424,1,0,1,3,2,0,201.4,15.52,4.62,121.26
"443",2763.486,0.081,6.23197573179974,3.34593769777936,2,1,1,4,1,0,200.6,12.52,8.59,29.3
"444",3250.192,0.069,5.9384033553815,2.85105921496096,3,2,2,4,2,1,199.4,25.46,6.24,10.26
"445",3169.648,0.087,7.94738203133857,4.98365424981186,3,2,2,4,2,1,199.2,10.03,5.13,144.07
"446",3399.798,0.093,4.01564809590704,7.92967522575303,4,2,3,2,3,1,199.8,18.27,2.52,128.29
"447",2952.406,0.083,7.09867343373277,5.12910763989479,2,1,1,3,3,1,199.4,10.79,6.19,162.45
"448",3111.039,0.064,7.24726136957472,9.74400313538064,3,1,2,4,1,0,205.8,16.92,9.35,138.34
"449",3441.328,0.089,7.45825390072596,5.92756570269571,4,3,3,3,2,1,202.2,13.49,4.17,194.31
"450",3282.449,0.085,8.16152117988214,5.27255180302902,3,1,2,2,3,1,201.4,24.45,6.31,117.09
"451",2697.137,0.066,7.46832367627429,5.13661790339577,1,0,1,5,1,0,199.4,24.33,5.56,190.75
"452",2839.485,0.066,7.31465214831456,7.89122266982318,2,1,1,4,2,0,198.4,7.38,9.44,99.18
"453",3319.757,0.078,7.91467106140365,6.30894480524591,4,2,2,2,3,1,198.6,11.72,5.65,171.77
"454",3238.145,0.071,6.98779364424965,5.89644728752206,3,2,2,1,2,1,210.8,7.77,4.44,77.27
"455",3177.751,0.054,8.77554483670561,3.82389573221359,2,2,2,3,3,1,203.4,14.72,9.67,171.53
"456",2874.072,0.087,7.14503398561173,7.49657469125247,1,1,1,1,2,1,207.6,4.1,3.44,48.85
"457",2785.138,0.099,7.40452923200306,4.57390046708624,1,1,1,3,2,1,202.4,17.47,4.97,131.21
"458",2989.196,0.052,6.10340911306701,5.1862321404012,2,1,2,1,3,0,199.4,24.84,7.38,196.62
"459",3184.907,0.08,7.51019476811669,5.07286236490149,3,1,2,5,1,1,199.2,23.47,9.62,75.31
"460",2750.533,0.06,7.47529895517511,5.75576874863044,1,1,1,5,3,0,196.2,18.13,4.89,149.37
"461",2736.153,0.08,6.8347209266462,4.25046242026326,1,1,1,4,2,0,201.8,25.74,3.81,33.6
"462",2770.077,0.097,9.05839417554787,7.93266799697297,1,1,1,4,1,0,199.6,12.76,0.92,26.89
"463",3216.709,0.056,4.96502057066438,4.02846965109551,4,2,2,4,2,1,200.8,6.93,6.63,101.42
"464",2720.555,0.058,7.34271906567415,5.22931915048836,1,1,1,2,1,0,200,7.24,2.13,199.89
"465",3240.147,0.075,7.81577727158446,1.95198632553964,3,1,3,1,2,0,201.6,17.3,2.53,55.78
"466",3130.599,0.091,7.28163693242624,3.46833954687722,4,1,2,3,1,0,200.8,2.48,3.76,79.87
"467",3261.354,0.052,7.54311646485301,4.46499775347858,3,2,3,1,2,0,200.4,20.6,4.07,131.7
"468",3290.099,0.075,6.44272317110083,7.18536075872166,4,3,3,1,2,0,196.6,26.8,8.68,66.23
"469",3019.607,0.061,7.12766424568049,7.26262798993254,2,1,2,5,2,1,201,3.91,5.11,171.21
"470",2858.22,0.093,8.17939693440461,5.34866856224589,2,1,1,1,2,0,201,27.13,5.54,25.15
"471",3108.416,0.052,6.80882856684997,3.89473619697716,3,1,2,1,3,0,199.6,25.28,5.06,130.81
"472",2948.716,0.071,7.48698217229258,4.47442968864979,2,1,1,2,1,1,204.2,25.5,8.79,22.6
"473",3314.509,0.084,7.14986741965611,5.48588711864149,3,2,3,4,1,1,201.8,13,0.27,116.37
"474",2758.807,0.077,10.0294392776278,4.79717235639435,1,0,1,1,1,0,199.8,18,8.98,169.03
"475",2866.426,0.068,7.91551599052477,5.59846140347276,1,0,1,3,2,1,199.8,26.96,5.65,126.48
"476",2805.916,0.075,6.27535178225792,3.42965452531209,1,1,1,2,1,1,200.4,19.54,9.11,163.92
"477",3022.85,0.065,6.31278879365648,4.14777392151919,3,2,2,2,1,0,199.8,24.91,8.01,37.9
"478",2728.308,0.069,8.28754922188356,5.5419232443045,1,1,1,3,2,0,197.4,7.29,8.09,141.85
"479",2783.614,0.094,7.45655404423684,9.09974571316197,1,0,1,3,2,0,200.8,26.93,7.83,11.07
"480",3061.027,0.074,8.48373798763019,2.35925312965349,3,2,2,2,1,0,199.4,19.13,4.69,135.96
"481",3305.484,0.1,7.92215381823677,4.00594813829707,3,2,3,3,2,1,202.6,1.81,0.54,166.7
"482",3479.689,0.064,9.38713878158068,7.45320361669884,4,2,3,4,2,1,200.6,4.22,7.89,6.32
"483",2894.076,0.1,6.61746969456734,5.28561092896849,2,1,2,5,1,0,192.4,6.57,9.6,189.88
"484",2787.753,0.071,6.86982548260232,4.04045802016184,1,1,1,3,2,1,200.6,6.08,4.36,159.22
"485",2810.202,0.06,7.66824483611416,7.96767322691767,1,1,1,3,1,1,197.4,26.73,1.21,191.57
"486",3064.664,0.056,8.54005895570756,3.96908074111666,3,1,2,1,1,0,202.8,12.3,0.83,103.62
"487",2952.578,0.073,7.08464778999854,4.24933925927046,2,1,1,4,3,1,200.2,10.18,8.86,53.97
"488",3404.395,0.091,8.42720643266759,8.14458474500264,4,1,3,5,2,0,200.4,27.41,5.94,18.93
"489",3427.949,0.077,7.96744967105265,3.47771855452454,4,2,3,5,2,1,196.4,16,8.79,133.04
"490",3137.146,0.065,8.87715579013712,5.84385517114936,3,1,2,2,2,0,197.8,24.95,8.6,42.67
"491",3313.799,0.084,7.96218417859039,6.6480487099973,4,3,3,2,1,0,198.8,16.19,8.31,119.94
"492",3037.379,0.088,5.27241635064084,4.05208164313887,3,2,2,4,2,0,200,18.34,8.16,198.79
"493",2860.951,0.089,7.83254633310806,5.28440756707941,1,1,1,1,3,1,200.6,2.82,6.71,172.23
"494",2907.144,0.058,7.85662814406783,3.31300137920737,2,1,1,3,2,1,200.8,17.13,6.49,2.3
"495",3076.985,0.097,7.62077236528461,6.30649280476116,2,1,2,1,2,1,200.6,12.65,5.06,48.39
"496",2815.131,0.073,6.00264150326424,5.02418894696037,1,0,1,3,2,1,199.4,17.21,2.38,91.04
"497",2833.556,0.077,8.27327673687588,4.55372778222208,2,2,1,1,2,0,198.6,11.46,3.04,68.32
"498",2970.009,0.082,6.41707129397182,6.73435065868698,2,1,1,3,2,1,201.8,28.93,7.71,23.36
